Distribution of neutrino fluxes in the BP00 standard solar model model.

astro-ph/0010346

Columns in the Table below represent:

1) Radius of the zone in units of one solar radius
2) Temperature in units of 10^6 deg (K)
3) Logarithm (to the base 10) of the electron density in units of
   cm^{-3}/N_A, where N_A is the Avogadro number
4) Mass of the zone with the given radius in units of one solar mass
5) X(^7Be): beryllium-7 mass fraction
   [For special purposes, it is useful to know the 7^Be mass fraction.]
6) Fraction of pp neutrinos produced in the zone
7) Fraction of boron 8 neutrinos produced in the zone
8) Fraction of nitrogen 13 neutrinos produced in the zone
9) Fraction of oxygen 15 neutrinos produced in the zone
10) Fraction of florine 17 neutrinos produced in the zone
11) Fraction of beryllium 7 neutrinos produced in the zone
12) Fraction of pep neutrinos produced in the zone
13) Fraction of hep neutrinos produced in the zone

The integrated fluxes given in Table7 of BP00 are listed below:


 5.95E+00 1.400E-02 9.3E-07 4.77E-01 5.05E-04 5.48E-02 4.80E-02 5.63E-04

The Table begins here.
0.17922 10.079 1.552 5.208E-03 9.365E-14 5.404E-03 2.465E-06 3.915E-03 5.362E-06 7.731E-06 3.744E-04 3.393E-03 8.375E-03
0.18104 10.017 1.545 5.386E-03 8.622E-14 5.363E-03 2.104E-06 3.665E-03 4.413E-06 6.738E-06 3.517E-04 3.318E-03 8.449E-03
0.18289  9.953 1.538 5.453E-03 7.923E-14 5.202E-03 1.750E-06 3.332E-03 3.559E-06 5.722E-06 3.226E-04 3.172E-03 8.337E-03
0.18474  9.890 1.531 5.443E-03 7.282E-14 4.975E-03 1.435E-06 2.972E-03 2.851E-06 4.792E-06 2.918E-04 2.989E-03 8.109E-03
0.18659  9.828 1.523 5.432E-03 6.695E-14 4.757E-03 1.177E-06 2.639E-03 2.302E-06 4.014E-06 2.640E-04 2.816E-03 7.886E-03
0.18842  9.766 1.516 5.421E-03 6.157E-14 4.547E-03 9.656E-07 2.334E-03 1.873E-06 3.363E-06 2.389E-04 2.652E-03 7.666E-03
0.19025  9.705 1.508 5.408E-03 5.665E-14 4.345E-03 7.926E-07 2.058E-03 1.533E-06 2.818E-06 2.162E-04 2.497E-03 7.452E-03
0.19207  9.645 1.501 5.395E-03 5.212E-14 4.152E-03 6.507E-07 1.809E-03 1.263E-06 2.361E-06 1.957E-04 2.350E-03 7.240E-03
0.19388  9.585 1.494 5.380E-03 4.798E-14 3.966E-03 5.345E-07 1.587E-03 1.047E-06 1.979E-06 1.771E-04 2.212E-03 7.033E-03
0.19569  9.526 1.486 5.365E-03 4.418E-14 3.787E-03 4.391E-07 1.389E-03 8.711E-07 1.659E-06 1.604E-04 2.081E-03 6.831E-03
0.19749  9.468 1.479 5.350E-03 4.069E-14 3.616E-03 3.608E-07 1.213E-03 7.283E-07 1.391E-06 1.452E-04 1.957E-03 6.632E-03
0.19928  9.410 1.471 5.333E-03 3.749E-14 3.452E-03 2.966E-07 1.058E-03 6.105E-07 1.166E-06 1.315E-04 1.840E-03 6.438E-03
0.20107  9.353 1.464 5.316E-03 3.455E-14 3.294E-03 2.438E-07 9.220E-04 5.138E-07 9.780E-07 1.191E-04 1.730E-03 6.248E-03
0.20285  9.296 1.457 5.298E-03 3.185E-14 3.143E-03 2.005E-07 8.021E-04 4.332E-07 8.203E-07 1.078E-04 1.626E-03 6.061E-03
0.20463  9.240 1.449 5.280E-03 2.936E-14 2.999E-03 1.650E-07 6.974E-04 3.659E-07 6.881E-07 9.765E-05 1.528E-03 5.880E-03
0.20640  9.185 1.442 5.261E-03 2.709E-14 2.861E-03 1.358E-07 6.057E-04 3.097E-07 5.774E-07 8.847E-05 1.436E-03 5.703E-03
0.20817  9.130 1.434 5.241E-03 2.499E-14 2.728E-03 1.118E-07 5.257E-04 2.624E-07 4.846E-07 8.016E-05 1.349E-03 5.531E-03
0.20993  9.076 1.427 5.221E-03 2.306E-14 2.601E-03 9.206E-08 4.560E-04 2.225E-07 4.067E-07 7.263E-05 1.267E-03 5.362E-03
0.21168  9.022 1.419 5.200E-03 2.129E-14 2.480E-03 7.584E-08 3.953E-04 1.889E-07 3.415E-07 6.582E-05 1.190E-03 5.198E-03
0.21343  8.969 1.412 5.179E-03 1.966E-14 2.364E-03 6.249E-08 3.427E-04 1.605E-07 2.867E-07 5.966E-05 1.117E-03 5.038E-03
0.21517  8.917 1.404 5.157E-03 1.816E-14 2.253E-03 5.152E-08 2.969E-04 1.364E-07 2.408E-07 5.408E-05 1.049E-03 4.883E-03
0.21691  8.865 1.397 5.135E-03 1.678E-14 2.147E-03 4.248E-08 2.571E-04 1.160E-07 2.023E-07 4.903E-05 9.842E-04 4.731E-03
0.21865  8.813 1.389 5.112E-03 1.550E-14 2.046E-03 3.504E-08 2.226E-04 9.871E-08 1.699E-07 4.446E-05 9.237E-04 4.584E-03
0.22038  8.762 1.382 5.089E-03 1.433E-14 1.950E-03 2.892E-08 1.927E-04 8.402E-08 1.428E-07 4.032E-05 8.667E-04 4.441E-03
0.22211  8.712 1.374 5.066E-03 1.325E-14 1.857E-03 2.387E-08 1.669E-04 7.154E-08 1.200E-07 3.657E-05 8.131E-04 4.301E-03
0.22383  8.662 1.367 5.042E-03 1.226E-14 1.769E-03 1.971E-08 1.444E-04 6.094E-08 1.009E-07 3.318E-05 7.627E-04 4.166E-03
0.22555  8.612 1.359 5.018E-03 1.134E-14 1.685E-03 1.628E-08 1.250E-04 5.192E-08 8.485E-08 3.011E-05 7.153E-04 4.035E-03
0.22726  8.563 1.352 4.993E-03 1.050E-14 1.604E-03 1.345E-08 1.082E-04 4.425E-08 7.135E-08 2.732E-05 6.708E-04 3.907E-03
0.22897  8.515 1.344 4.968E-03 9.717E-15 1.528E-03 1.112E-08 9.362E-05 3.772E-08 6.002E-08 2.479E-05 6.290E-04 3.783E-03
0.23068  8.467 1.336 4.943E-03 8.998E-15 1.455E-03 9.194E-09 8.103E-05 3.216E-08 5.050E-08 2.250E-05 5.897E-04 3.663E-03
0.23238  8.419 1.329 4.917E-03 8.334E-15 1.385E-03 7.605E-09 7.013E-05 2.743E-08 4.249E-08 2.043E-05 5.528E-04 3.546E-03
0.23408  8.372 1.321 4.892E-03 7.728E-15 1.318E-03 6.297E-09 6.069E-05 2.339E-08 3.576E-08 1.857E-05 5.181E-04 3.435E-03
0.23577  8.325 1.314 4.865E-03 7.160E-15 1.255E-03 5.211E-09 5.255E-05 1.996E-08 3.010E-08 1.686E-05 4.856E-04 3.325E-03
0.23746  8.279 1.306 4.839E-03 6.639E-15 1.194E-03 4.316E-09 4.547E-05 1.703E-08 2.535E-08 1.532E-05 4.550E-04 3.219E-03
0.23915  8.233 1.298 4.812E-03 6.157E-15 1.136E-03 3.575E-09 3.937E-05 1.454E-08 2.135E-08 1.392E-05 4.263E-04 3.116E-03
0.24084  8.188 1.291 4.786E-03 5.713E-15 1.081E-03 2.963E-09 3.409E-05 1.241E-08 1.798E-08 1.265E-05 3.994E-04 3.018E-03
0.24252  8.143 1.283 4.758E-03 5.300E-15 1.029E-03 2.456E-09 2.951E-05 1.059E-08 1.515E-08 1.150E-05 3.742E-04 2.921E-03
0.24420  8.099 1.276 4.731E-03 4.922E-15 9.789E-04 2.038E-09 2.555E-05 9.046E-09 1.276E-08 1.046E-05 3.505E-04 2.829E-03
0.24588  8.055 1.268 4.704E-03 4.570E-15 9.313E-04 1.691E-09 2.213E-05 7.726E-09 1.076E-08 9.508E-06 3.283E-04 2.738E-03
0.24755  8.011 1.260 4.676E-03 4.247E-15 8.859E-04 1.404E-09 1.917E-05 6.600E-09 9.068E-09 8.652E-06 3.074E-04 2.652E-03
0.24922  7.968 1.253 4.648E-03 3.944E-15 8.427E-04 1.165E-09 1.661E-05 5.639E-09 7.645E-09 7.869E-06 2.879E-04 2.567E-03
0.25089  7.925 1.245 4.620E-03 3.668E-15 8.016E-04 9.685E-10 1.439E-05 4.818E-09 6.446E-09 7.164E-06 2.695E-04 2.487E-03
0.25256  7.882 1.237 4.592E-03 3.409E-15 7.623E-04 8.045E-10 1.246E-05 4.118E-09 5.437E-09 6.519E-06 2.524E-04 2.408E-03
0.25422  7.840 1.230 4.564E-03 3.170E-15 7.250E-04 6.686E-10 1.080E-05 3.519E-09 4.586E-09 5.933E-06 2.362E-04 2.331E-03
0.25588  7.799 1.222 4.536E-03 2.947E-15 6.894E-04 5.556E-10 9.355E-06 3.008E-09 3.869E-09 5.399E-06 2.211E-04 2.256E-03
0.25754  7.757 1.214 4.507E-03 2.738E-15 6.556E-04 4.614E-10 8.105E-06 2.572E-09 3.264E-09 4.910E-06 2.070E-04 2.182E-03
0.25920  7.716 1.206 4.479E-03 2.544E-15 6.233E-04 3.832E-10 7.024E-06 2.199E-09 2.754E-09 4.463E-06 1.937E-04 2.109E-03
0.26085  7.676 1.199 4.450E-03 2.362E-15 5.926E-04 3.180E-10 6.087E-06 1.880E-09 2.324E-09 4.055E-06 1.813E-04 2.037E-03
0.26251  7.635 1.191 4.422E-03 2.190E-15 5.634E-04 2.636E-10 5.276E-06 1.608E-09 1.962E-09 3.678E-06 1.696E-04 1.965E-03
0.26416  7.595 1.183 4.393E-03 2.027E-15 5.356E-04 2.182E-10 4.574E-06 1.375E-09 1.656E-09 3.332E-06 1.587E-04 1.892E-03
0.26581  7.556 1.175 4.364E-03 1.873E-15 5.091E-04 1.802E-10 3.965E-06 1.176E-09 1.398E-09 3.012E-06 1.485E-04 1.817E-03
0.26745  7.517 1.168 4.335E-03 1.727E-15 4.839E-04 1.485E-10 3.438E-06 1.006E-09 1.180E-09 2.716E-06 1.389E-04 1.741E-03
0.26910  7.478 1.160 4.306E-03 1.588E-15 4.600E-04 1.221E-10 2.980E-06 8.609E-10 9.966E-10 2.443E-06 1.300E-04 1.664E-03
0.27074  7.439 1.152 4.278E-03 1.455E-15 4.372E-04 1.001E-10 2.583E-06 7.366E-10 8.417E-10 2.190E-06 1.216E-04 1.584E-03
0.27239  7.401 1.144 4.249E-03 1.329E-15 4.155E-04 8.175E-11 2.241E-06 6.303E-10 7.109E-10 1.957E-06 1.137E-04 1.504E-03
0.27403  7.363 1.137 4.220E-03 1.210E-15 3.948E-04 6.653E-11 1.943E-06 5.394E-10 6.004E-10 1.741E-06 1.063E-04 1.421E-03
0.27567  7.325 1.129 4.191E-03 1.097E-15 3.752E-04 5.394E-11 1.685E-06 4.616E-10 5.072E-10 1.544E-06 9.946E-05 1.338E-03
0.27731  7.288 1.121 4.162E-03 9.903E-16 3.566E-04 4.354E-11 1.461E-06 3.951E-10 4.285E-10 1.363E-06 9.301E-05 1.254E-03
0.27895  7.250 1.113 4.133E-03 8.906E-16 3.388E-04 3.502E-11 1.268E-06 3.382E-10 3.621E-10 1.198E-06 8.697E-05 1.171E-03
0.28058  7.214 1.106 4.104E-03 7.976E-16 3.219E-04 2.805E-11 1.099E-06 2.895E-10 3.060E-10 1.049E-06 8.132E-05 1.088E-03
0.28222  7.177 1.098 4.075E-03 7.120E-16 3.059E-04 2.239E-11 9.536E-07 2.478E-10 2.586E-10 9.156E-07 7.604E-05 1.008E-03
0.28385  7.141 1.090 4.046E-03 6.333E-16 2.906E-04 1.781E-11 8.274E-07 2.122E-10 2.185E-10 7.960E-07 7.109E-05 9.296E-04
0.28549  7.105 1.082 4.017E-03 5.610E-16 2.761E-04 1.411E-11 7.178E-07 1.817E-10 1.847E-10 6.893E-07 6.646E-05 8.541E-04
0.28712  7.069 1.074 3.988E-03 4.954E-16 2.623E-04 1.115E-11 6.229E-07 1.556E-10 1.561E-10 5.949E-07 6.213E-05 7.822E-04
0.28875  7.034 1.066 3.959E-03 4.362E-16 2.492E-04 8.779E-12 5.404E-07 1.332E-10 1.320E-10 5.120E-07 5.807E-05 7.141E-04
0.29038  6.999 1.059 3.930E-03 3.829E-16 2.367E-04 6.893E-12 4.690E-07 1.141E-10 1.116E-10 4.392E-07 5.428E-05 6.498E-04
0.29201  6.964 1.051 3.902E-03 3.352E-16 2.249E-04 5.398E-12 4.069E-07 9.773E-11 9.436E-11 3.757E-07 5.074E-05 5.896E-04
0.29364  6.930 1.043 3.873E-03 2.929E-16 2.136E-04 4.218E-12 3.532E-07 8.370E-11 7.979E-11 3.207E-07 4.742E-05 5.339E-04
0.29527  6.895 1.035 3.844E-03 2.554E-16 2.029E-04 3.290E-12 3.065E-07 7.170E-11 6.748E-11 2.733E-07 4.432E-05 4.824E-04
0.29690  6.861 1.027 3.816E-03 2.222E-16 1.927E-04 2.561E-12 2.660E-07 6.142E-11 5.706E-11 2.324E-07 4.142E-05 4.349E-04
0.29853  6.827 1.019 3.787E-03 1.931E-16 1.830E-04 1.991E-12 2.309E-07 5.262E-11 4.826E-11 1.973E-07 3.870E-05 3.915E-04
0.30016  6.794 1.011 3.759E-03 1.675E-16 1.738E-04 1.545E-12 2.004E-07 4.508E-11 4.082E-11 1.672E-07 3.616E-05 3.518E-04
0.30179  6.761 1.004 3.731E-03 1.452E-16 1.651E-04 1.198E-12 1.739E-07 3.862E-11 3.453E-11 1.416E-07 3.379E-05 3.159E-04
0.30342  6.728 0.996 3.702E-03 1.258E-16 1.568E-04 9.283E-13 1.510E-07 3.309E-11 2.921E-11 1.198E-07 3.157E-05 2.832E-04
0.30504  6.695 0.988 3.674E-03 1.088E-16 1.489E-04 7.184E-13 1.311E-07 2.835E-11 2.471E-11 1.012E-07 2.950E-05 2.537E-04
0.30667  6.662 0.980 3.646E-03 9.405E-17 1.414E-04 5.555E-13 1.138E-07 2.430E-11 2.090E-11 8.543E-08 2.756E-05 2.271E-04
0.30830  6.630 0.972 3.618E-03 8.128E-17 1.343E-04 4.295E-13 9.879E-08 2.082E-11 1.768E-11 7.211E-08 2.574E-05 2.031E-04
0.30993  6.598 0.964 3.590E-03 7.019E-17 1.275E-04 3.318E-13 8.575E-08 1.784E-11 1.496E-11 6.081E-08 2.405E-05 1.816E-04
0.31155  6.566 0.956 3.562E-03 6.056E-17 1.210E-04 2.562E-13 7.446E-08 1.529E-11 1.266E-11 5.125E-08 2.246E-05 1.622E-04
0.31318  6.534 0.948 3.535E-03 5.227E-17 1.149E-04 1.978E-13 6.463E-08 1.310E-11 1.071E-11 4.319E-08 2.098E-05 1.449E-04
0.31481  6.503 0.940 3.507E-03 4.510E-17 1.091E-04 1.527E-13 5.613E-08 1.123E-11 9.064E-12 3.638E-08 1.959E-05 1.293E-04
0.31644  6.472 0.932 3.480E-03 3.890E-17 1.036E-04 1.178E-13 4.872E-08 9.623E-12 7.670E-12 3.064E-08 1.830E-05 1.154E-04
0.31807  6.441 0.924 3.452E-03 3.354E-17 9.835E-05 9.087E-14 4.231E-08 8.247E-12 6.490E-12 2.580E-08 1.709E-05 1.030E-04
0.31969  6.410 0.917 3.425E-03 2.892E-17 9.336E-05 7.008E-14 3.673E-08 7.069E-12 5.492E-12 2.172E-08 1.596E-05 9.185E-05
0.32132  6.379 0.909 3.398E-03 2.494E-17 8.863E-05 5.407E-14 3.190E-08 6.058E-12 4.648E-12 1.828E-08 1.490E-05 8.195E-05
0.32295  6.349 0.901 3.371E-03 2.149E-17 8.413E-05 4.168E-14 2.769E-08 5.192E-12 3.933E-12 1.538E-08 1.392E-05 7.305E-05
0.32458  6.319 0.893 3.344E-03 1.853E-17 7.985E-05 3.215E-14 2.405E-08 4.450E-12 3.328E-12 1.295E-08 1.299E-05 6.514E-05
0.32621  6.289 0.885 3.317E-03 1.597E-17 7.580E-05 2.479E-14 2.087E-08 3.814E-12 2.817E-12 1.089E-08 1.213E-05 5.808E-05
0.32784  6.259 0.877 3.290E-03 1.377E-17 7.194E-05 1.912E-14 1.813E-08 3.269E-12 2.384E-12 9.167E-09 1.133E-05 5.178E-05
0.32948  6.230 0.869 3.264E-03 1.188E-17 6.828E-05 1.475E-14 1.574E-08 2.802E-12 2.017E-12 7.719E-09 1.057E-05 4.619E-05
0.33111  6.200 0.861 3.237E-03 1.024E-17 6.480E-05 1.138E-14 1.367E-08 2.402E-12 1.707E-12 6.495E-09 9.871E-06 4.118E-05
0.33274  6.171 0.853 3.211E-03 8.828E-18 6.150E-05 8.775E-15 1.187E-08 2.058E-12 1.445E-12 5.466E-09 9.214E-06 3.671E-05
0.33437  6.142 0.845 3.185E-03 7.612E-18 5.836E-05 6.768E-15 1.030E-08 1.764E-12 1.223E-12 4.600E-09 8.601E-06 3.273E-05
0.33601  6.113 0.837 3.159E-03 6.566E-18 5.538E-05 5.222E-15 8.945E-09 1.512E-12 1.035E-12 3.872E-09 8.028E-06 2.919E-05
0.33764  6.085 0.829 3.133E-03 5.665E-18 5.255E-05 4.030E-15 7.765E-09 1.296E-12 8.757E-13 3.260E-09 7.493E-06 2.604E-05
0.33928  6.057 0.821 3.107E-03 4.885E-18 4.987E-05 3.109E-15 6.743E-09 1.111E-12 7.410E-13 2.744E-09 6.994E-06 2.321E-05
0.34091  6.028 0.813 3.081E-03 4.215E-18 4.732E-05 2.399E-15 5.853E-09 9.518E-13 6.270E-13 2.310E-09 6.527E-06 2.070E-05
0.34255  6.000 0.805 3.056E-03 3.637E-18 4.490E-05 1.851E-15 5.082E-09 8.157E-13 5.306E-13 1.945E-09 6.091E-06 1.846E-05
0.34419  5.972 0.797 3.031E-03 3.139E-18 4.260E-05 1.429E-15 4.411E-09 6.989E-13 4.490E-13 1.638E-09 5.684E-06 1.647E-05
0.34583  5.945 0.789 3.005E-03 2.709E-18 4.041E-05 1.103E-15 3.830E-09 5.990E-13 3.799E-13 1.379E-09 5.304E-06 1.469E-05
0.34747  5.917 0.781 2.980E-03 2.339E-18 3.834E-05 8.515E-16 3.324E-09 5.133E-13 3.214E-13 1.162E-09 4.949E-06 1.311E-05
0.34911  5.890 0.773 2.955E-03 2.019E-18 3.637E-05 6.574E-16 2.886E-09 4.398E-13 2.720E-13 9.787E-10 4.618E-06 1.170E-05
0.35075  5.863 0.765 2.930E-03 1.744E-18 3.450E-05 5.076E-16 2.505E-09 3.768E-13 2.301E-13 8.245E-10 4.308E-06 1.044E-05
0.35240  5.836 0.757 2.906E-03 1.506E-18 3.273E-05 3.921E-16 2.174E-09 3.229E-13 1.947E-13 6.947E-10 4.020E-06 9.318E-06
0.35404  5.809 0.749 2.881E-03 1.301E-18 3.105E-05 3.028E-16 1.887E-09 2.766E-13 1.647E-13 5.855E-10 3.750E-06 8.319E-06
0.35569  5.782 0.741 2.857E-03 1.124E-18 2.945E-05 2.339E-16 1.638E-09 2.370E-13 1.393E-13 4.935E-10 3.498E-06 7.427E-06
0.35733  5.756 0.733 2.833E-03 9.712E-19 2.793E-05 1.807E-16 1.421E-09 2.030E-13 1.178E-13 4.160E-10 3.263E-06 6.632E-06
0.35898  5.729 0.725 2.808E-03 8.394E-19 2.649E-05 1.397E-16 1.233E-09 1.739E-13 9.968E-14 3.507E-10 3.044E-06 5.923E-06
0.36063  5.703 0.717 2.784E-03 7.257E-19 2.512E-05 1.079E-16 1.070E-09 1.490E-13 8.431E-14 2.957E-10 2.839E-06 5.291E-06
0.36228  5.677 0.709 2.761E-03 6.275E-19 2.383E-05 0.000E+00 9.289E-10 1.276E-13 7.131E-14 2.494E-10 2.648E-06 4.727E-06
0.36393  5.651 0.701 2.737E-03 5.427E-19 2.259E-05 0.000E+00 8.059E-10 1.093E-13 6.030E-14 2.104E-10 2.470E-06 4.224E-06
0.36559  5.625 0.693 2.713E-03 4.694E-19 2.143E-05 0.000E+00 6.993E-10 9.360E-14 5.099E-14 1.775E-10 2.303E-06 3.775E-06
0.36724  5.600 0.685 2.690E-03 4.062E-19 2.032E-05 0.000E+00 6.066E-10 8.016E-14 4.312E-14 1.498E-10 2.148E-06 3.375E-06
0.36890  5.574 0.677 2.667E-03 3.515E-19 1.927E-05 0.000E+00 5.263E-10 6.864E-14 3.646E-14 1.264E-10 2.003E-06 3.017E-06
0.37055  5.549 0.669 2.644E-03 3.043E-19 1.827E-05 0.000E+00 4.564E-10 5.878E-14 3.083E-14 1.067E-10 1.868E-06 2.699E-06
0.37221  5.524 0.661 2.621E-03 2.634E-19 1.732E-05 0.000E+00 3.960E-10 5.032E-14 2.606E-14 9.013E-11 1.741E-06 2.414E-06
0.37387  5.499 0.653 2.598E-03 2.282E-19 1.642E-05 0.000E+00 3.435E-10 4.308E-14 2.203E-14 7.612E-11 1.624E-06 2.160E-06
0.37554  5.474 0.645 2.575E-03 1.976E-19 1.557E-05 0.000E+00 2.979E-10 3.688E-14 1.862E-14 6.429E-11 1.514E-06 1.933E-06
0.37720  5.449 0.637 2.553E-03 1.712E-19 1.476E-05 0.000E+00 2.583E-10 3.157E-14 1.574E-14 5.433E-11 1.411E-06 1.730E-06
0.37887  5.425 0.629 2.530E-03 1.484E-19 1.399E-05 0.000E+00 2.240E-10 2.702E-14 1.330E-14 4.591E-11 1.316E-06 1.549E-06
0.38053  5.400 0.620 2.508E-03 1.286E-19 1.326E-05 0.000E+00 1.942E-10 2.313E-14 1.124E-14 3.881E-11 1.227E-06 1.387E-06
0.38220  5.376 0.612 2.486E-03 1.115E-19 1.257E-05 0.000E+00 1.684E-10 1.979E-14 9.498E-15 3.281E-11 1.143E-06 1.243E-06
0.38387  5.352 0.604 2.464E-03 9.676E-20 1.192E-05 0.000E+00 1.460E-10 1.694E-14 8.025E-15 2.775E-11 1.066E-06 1.114E-06
0.38554  5.328 0.596 2.442E-03 8.395E-20 1.129E-05 0.000E+00 1.266E-10 1.449E-14 6.780E-15 2.348E-11 9.934E-07 9.984E-07
0.38722  5.304 0.588 2.421E-03 7.287E-20 1.070E-05 0.000E+00 1.097E-10 1.240E-14 5.727E-15 1.987E-11 9.259E-07 8.953E-07
0.38889  5.280 0.580 2.399E-03 6.325E-20 1.015E-05 0.000E+00 9.509E-11 1.061E-14 4.837E-15 1.682E-11 8.629E-07 8.029E-07
0.39057  5.256 0.572 2.378E-03 5.492E-20 9.615E-06 0.000E+00 8.242E-11 9.074E-15 4.085E-15 1.424E-11 8.042E-07 7.203E-07
0.39225  5.233 0.564 2.357E-03 4.771E-20 9.112E-06 0.000E+00 7.141E-11 7.761E-15 3.450E-15 1.206E-11 7.495E-07 6.465E-07
0.39393  5.209 0.556 2.336E-03 4.146E-20 8.634E-06 0.000E+00 6.189E-11 6.637E-15 2.913E-15 1.021E-11 6.984E-07 5.803E-07
0.39561  5.186 0.548 2.315E-03 3.604E-20 8.182E-06 0.000E+00 5.362E-11 5.675E-15 2.459E-15 8.655E-12 6.508E-07 5.212E-07
0.39730  5.163 0.540 2.294E-03 3.133E-20 7.753E-06 0.000E+00 4.645E-11 4.853E-15 2.076E-15 7.335E-12 6.064E-07 4.681E-07
0.39898  5.140 0.532 2.273E-03 2.725E-20 7.346E-06 0.000E+00 4.024E-11 4.149E-15 1.752E-15 6.218E-12 5.650E-07 4.206E-07
0.40067  5.117 0.524 2.253E-03 2.370E-20 6.960E-06 0.000E+00 3.485E-11 3.547E-15 1.479E-15 5.274E-12 5.264E-07 3.781E-07
0.40236  5.094 0.516 2.232E-03 2.063E-20 6.594E-06 0.000E+00 3.018E-11 3.031E-15 1.248E-15 4.475E-12 4.904E-07 3.400E-07
0.40405  5.072 0.508 2.212E-03 1.796E-20 6.247E-06 0.000E+00 2.614E-11 2.590E-15 1.053E-15 3.797E-12 4.569E-07 3.059E-07
0.40575  5.049 0.499 2.192E-03 1.564E-20 5.918E-06 0.000E+00 2.263E-11 2.214E-15 8.883E-16 3.223E-12 4.256E-07 2.752E-07
0.40744  5.027 0.491 2.172E-03 1.362E-20 5.606E-06 0.000E+00 1.959E-11 1.891E-15 7.493E-16 2.736E-12 3.964E-07 2.477E-07
0.40914  5.004 0.483 2.153E-03 1.188E-20 5.310E-06 0.000E+00 1.696E-11 1.616E-15 6.320E-16 2.325E-12 3.693E-07 2.231E-07
